ISIN;Country;Year;PRETAX_INCOME;MARKET_VALUE;BOOK_VALUE_EQUITY;ASSETS;CASH_TAX_PAID;INCOME_TAX;NET_INCOME;ROA;TAX_RATE;m1;m2;m3;m4;m5;m6;m7;m8
JP3240400006;JP;2016;25193;6347.67;199016;325345;67.84;8401;1996400;536;33.34545334;;;;;;;;
JP3258000003;JP;2020;93471;19652.47;812227;2382065;511.77;23143;7193500;295;24.75901321;2019;2018;2017;2016;2015;2014;2013;2012
JP3258000003;JP;2016;191564;14876.74;605413;2077271;398.05;46062;14072800;578;24.04552464;;;;;;;;
JP3304200003;JP;2020;205208;15562.13;1641060;3384453;823.71;57827;15376900;422;28.1797646;2019;2018;2017;2016;2015;2014;2013;2012
JP3304200003;JP;2016;170614;16069.81;1350072;2326308;534.11;53060;13742600;508;31.0995163;;;;;;;;
JP3249600002;JP;2020;136882;21513.28;2252915;3010676;151.33;34012;10772100;346;24.84780885;2019;2018;2017;2016;2015;2014;2013;2012
JP3249600002;JP;2016;121234;16179.64;2032354;2753725;259.27;26142;10904700;357;21.56295721;;;;;;;;
JP3898400001;JP;2020;374253;31510.57;4842165;16704575;1703.87;52162;53535300;310;13.93751428;2019;2018;2017;2016;2015;2014;2013;2012
JP3476480003;JP;2018;339937;21275.12;3525407;50402461;511.46;11577;36392800;69;3.405616307;;;;;;;;
JP3890350006;JP;2018;1000474;59128.05;9772718;187164164;931.82;244084;73436900;37;24.3968075;;;;;;;;
JP3893200000;JP;2018;202782;23987.80;2074257;5909470;344.72;60245;15587400;263;29.70927439;;;;;;;;
JP3200450009;JP;2018;392936;22585.06;2522260;10743752;1640.80;102779;31313500;276;26.15654155;;;;;;;;
JP3505000004;JP;2018;312467;25627.64;1386606;3794131;910.41;96012;23635700;623;30.72693935;;;;;;;;
JP3752900005;JP;2018;639825;48700.43;12462566;273286409;2499.55;177842;46062300;16;27.79545192;;;;;;;;
JP3890310000;JP;2018;220429;18688.66;2766034;21131098;1196.18;81585;15405700;70;37.01203813;;;;;;;;
JP3409000001;JP;2018;159199;17536.26;1048401;4858671;507.54;50453;11973100;236;31.69164154;;;;;;;;
JP3899600005;JP;2018;172745;23472.85;1597250;5469858;417.24;48458;12044400;213;28.05172963;;;;;;;;
JP3910660004;JP;2018;304562;32298.31;3580391;21560818;1444.59;46211;28418300;125;15.17302468;;;;;;;;
JP3762600009;JP;2018;296085;19630.22;2585162;37935063;446.16;93714;21934300;53;31.65121679;;;;;;;;
JP3762800005;JP;2018;74461;11286.38;395379;604717;127.67;23780;5514600;867;31.93621481;;;;;;;;
JP3476480003;JP;2019;287975;15917.86;3355100;50540963;1529.16;85047;22503500;41;29.53289348;;;;;;;;
JP3890350006;JP;2019;1013195;48871.55;9733091;183998881;2554.18;298864;72668100;36;29.49716931;;;;;;;;
JP3893200000;JP;2019;218264;24692.48;2117538;6146028;787.34;64842;16866100;258;29.70794446;;;;;;;;
JP3200450009;JP;2019;356852;18380.98;2617405;10999610;604.76;61943;32374500;274;17.35804715;;;;;;;;
JP3505000004;JP;2019;317626;21104.22;1442027;3915650;1030.80;99372;23743900;567;31.28580757;;;;;;;;
JP3752900005;JP;2019;627160;47341.49;12010218;258545178;3311.50;156003;47941900;17;24.87451239;;;;;;;;
JP3890310000;JP;2019;252349;17772.13;2485706;20899436;1078.67;77064;19270600;85;30.5386611;;;;;;;;
JP3409000001;JP;2019;170033;19636.71;1086058;4634881;626.05;52713;13010200;253;31.00160163;;;;;;;;
JP3899600005;JP;2019;190216;25151.87;1599987;5234664;485.30;53166;13460900;232;27.9502605;;;;;;;;
JP3910660004;JP;2019;347837;34228.29;3231435;20356330;1140.01;99205;27458000;121;28.52050512;;;;;;;;
JP3762600009;JP;2019;-33997;11970.75;2377071;37014448;245.31;51409;-10044200;-25;#N/B;;;;;;;;
JP3762800005;JP;2019;69209;10592.97;372189;553094;322.58;22736;5093100;811;32.85124236;;;;;;;;
JP3476480003;JP;2017;286614;21055.24;2815459;46653370;933.03;73020;23128600;45;25.47661317;;;;;;;;
JP3890350006;JP;2017;904356;51185.12;8736446;177503016;3160.73;157868;70651900;37;17.45635936;;;;;;;;
JP3893200000;JP;2017;177543;21052.07;1782052;4999327;712.22;54184;13181600;241;30.51904482;;;;;;;;
JP3200450009;JP;2017;392441;19258.84;2250469;10079777;469.24;133015;27323900;246;33.89432071;;;;;;;;
JP3505000004;JP;2017;272298;19031.65;1174195;3191138;984.19;85026;20170000;592;31.22513693;;;;;;;;
JP3752900005;JP;2017;157809;51601.90;12071943;263091218;2851.14;143227;-2897700;-1;90.75997589;;;;;;;;
JP3890310000;JP;2017;260977;18820.10;2431378;19056179;800.66;65479;21044700;101;25.09014349;;;;;;;;
JP3409000001;JP;2017;139095;12275.53;904018;4469208;512.94;40289;10348800;214;28.9650319;;;;;;;;
JP3899600005;JP;2017;150415;25280.37;1429872;4940176;481.95;42547;10268200;189;28.2862949;;;;;;;;
JP3910660004;JP;2017;357347;31612.01;3180866;20288614;1105.04;102859;27385700;123;28.78396328;;;;;;;;
JP3762600009;JP;2017;298091;21909.00;2503739;38456500;438.48;74089;23961700;57;24.8544742;;;;;;;;
JP3762800005;JP;2017;60018;9129.94;390966;564430;206.66;19432;4506400;721;32.37629247;;;;;;;;
JP3898400001;JP;2016;-77298;26871.63;4086050;13271281;855.20;33178;-14939500;-94;#N/B;;;;;;;;
JP3902400005;JP;2020;259355;26526.96;2250700;4084823;453.57;44584;22183400;506;17.19021512;2019;2018;2017;2016;2015;2014;2013;2012
JP3902400005;JP;2016;265210;22528.89;1635992;3612208;582.77;64160;22849400;563;24.19208983;;;;;;;;
JP3899600005;JP;2020;205976;19775.86;1606921;5442418;419.73;53835;14845200;254;26.13675435;2019;2018;2017;2016;2015;2014;2013;2012
JP3899600005;JP;2016;118125;25805.79;1343663;4750026;196.38;36285;8342600;162;30.7176595;;;;;;;;
JP3893600001;JP;2020;243813;23780.53;3536360;10936308;1390.52;113136;39151300;330;46.40270401;2019;2018;2017;2016;2015;2014;2013;2012
JP3893600001;JP;2016;20260;20653.05;3007006;9707292;1101.82;75982;-8341000;-72;375.0380205;;;;;;;;
JP3893200000;JP;2020;240253;16825.96;2232536;6850409;638.19;70381;18397300;259;29.29441805;2019;2018;2017;2016;2015;2014;2013;2012
JP3893200000;JP;2016;150991;24686.56;1711230;4781598;574.95;51640;11772200;225;34.20087471;;;;;;;;
JP3890310000;JP;2020;11501;15945.24;2272129;21487152;697.47;-122382;14303100;62;-1064.062375;2019;2018;2017;2016;2015;2014;2013;2012
JP3890310000;JP;2016;214095;16843.44;2400612;18064548;252.41;62693;18151600;93;29.28267482;;;;;;;;
JP3758190007;JP;2020;100597;27318.88;687570;835063;167.44;49342;5622000;711;49.04940134;2019;2018;2017;2016;2015;2014;2013;2012
JP3758190007;JP;2016;43275;6316.05;319736;378816;140.71;24482;2013300;464;56.57351878;;;;;;;;
JP3734800000;JP;2020;98252;30423.07;877486;1966090;251.41;27394;7416600;370;27.88111397;2019;2018;2017;2016;2015;2014;2013;2012
JP3734800000;JP;2016;97568;20322.30;678876;1224820;203.76;21790;8994500;659;22.33279847;;;;;;;;
JP3756600007;JP;2020;332279;45914.82;1427157;1815690;1025.18;94356;25864200;1407;28.39653116;2019;2018;2017;2016;2015;2014;2013;2012
JP3756600007;JP;2016;23080;17101.02;1032766;1153879;140.48;9324;1650500;125;40.40050514;;;;;;;;
JP3381000003;JP;2020;-389578;7892.18;2446962;6896359;850.86;2344;-43151300;-557;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
JP3381000003;JP;2016;192180;17355.75;2467924;5716485;483.99;65980;14541900;214;34.33256203;;;;;;;;
JP3735400008;JP;2020;1444130;86725.47;8393407;21648416;4491.21;421974;85530600;371;29.21998725;2019;2018;2017;2016;2015;2014;2013;2012
JP3735400008;JP;2016;1106938;90414.01;7859607;18716073;2851.59;295480;73773800;354;26.69344349;;;;;;;;
JP3756100008;JP;2020;96385;17266.63;519966;633428;222.51;30891;7139500;1096;32.04941515;2019;2018;2017;2016;2015;2014;2013;2012
JP3756100008;JP;2016;61808;8092.72;293130;369845;177.79;22876;4696900;1136;37.01202107;;;;;;;;
JP3762600009;JP;2020;228337;12885.60;2457938;40757551;511.30;26575;21699800;51;11.63855781;2019;2018;2017;2016;2015;2014;2013;2012
JP3762600009;JP;2016;109291;16145.38;2402455;36558714;987.47;18817;13155000;32;17.21718061;;;;;;;;
JP3762800005;JP;2020;78616;12635.92;231044;523578;139.15;24270;5819500;989;30.87182367;2019;2018;2017;2016;2015;2014;2013;2012
JP3762800005;JP;2016;51884;7660.12;367084;553134;41.72;16250;4264800;702;31.32011877;;;;;;;;
JP3119600009;JP;2018;72920;10279.20;602570;1341072;210.34;13832;5753300;414;18.96831191;;;;;;;;
JP3119600009;JP;2019;49324;8759.89;551604;1259312;210.36;15958;2750900;195;32.3540166;;;;;;;;
JP3119600009;JP;2017;80050;11218.72;553096;1211617;255.48;20055;5306500;404;25.05306631;;;;;;;;
JP3173400007;JP;2020;44060;11667.25;220825;245098;117.60;11781;3509600;1378;26.73833629;2019;2018;2017;2016;2015;2014;2013;2012
JP3173400007;JP;2016;26811;4708.90;142820;161504;92.24;7527;2315700;1304;28.07491614;;;;;;;;
JP3201200007;JP;2020;79219;18601.12;343427;940821;179.61;23946;6059700;622;30.2268611;2019;2018;2017;2016;2015;2014;2013;2012
JP3201200007;JP;2016;58959;13321.57;340573;890266;106.87;6786;6259400;601;11.50988701;;;;;;;;
JP3197800000;JP;2020;47676;10531.35;491330;702259;124.29;10366;3916300;519;21.74164673;2019;2018;2017;2016;2015;2014;2013;2012
JP3197800000;JP;2016;54700;6372.70;395674;607967;121.16;16691;4729000;678;30.5133514;;;;;;;;
JP3197600004;JP;2020;73300;11493.77;521036;623819;260.81;18218;5970400;899;24.8544469;2019;2018;2017;2016;2015;2014;2013;2012
JP3197600004;JP;2016;27707;22470.45;419407;480849;82.71;6729;2497900;469;24.28468382;;;;;;;;
JP3198900007;JP;2020;81980;41909.61;759814;936178;358.85;24756;6221700;603;30.19756992;2019;2018;2017;2016;2015;2014;2013;2012
JP3198900007;JP;2016;90882;23696.59;556022;720911;294.24;29319;7392800;950;32.2600449;;;;;;;;
JP3200450009;JP;2020;379451;15130.02;2773015;12104606;1142.65;97343;30270000;240;25.65366091;2019;2018;2017;2016;2015;2014;2013;2012
JP3200450009;JP;2016;325856;18705.68;2055635;9780611;258.54;100190;26016900;232;30.74658448;;;;;;;;
JP3188220002;JP;2020;177944;23207.35;1794155;2545215;556.79;35829;14813700;569;20.13495589;2019;2018;2017;2016;2015;2014;2013;2012
JP3188220002;JP;2016;92681;23660.46;1466567;2124825;404.28;21487;9256300;366;23.18332572;;;;;;;;
JP3802400006;JP;2018;225137;49138.61;1374320;1625037;405.86;60531;18195700;1105;26.88628394;;;;;;;;
JP3634600005;JP;2018;189319;18801.48;2400931;4944522;188.83;32490;16818100;343;17.16175707;;;;;;;;
JP3304200003;JP;2018;263287;31461.25;1565152;3171168;470.21;77944;19641000;652;29.60415617;;;;;;;;
JP3902400005;JP;2018;318685;34329.31;2157192;4048499;523.90;78323;25575500;603;24.57687582;;;;;;;;
JP3497400006;JP;2018;37046;7533.87;176661;354459;31.52;10560;2900900;853;28.50532161;;;;;;;;
JP3592200004;JP;2018;74327;18872.30;736375;4192017;945.98;-55884;10794300;247;-75.18755007;;;;;;;;
JP3788600009;JP;2018;576227;34990.24;3082297;9503151;1686.43;118835;37900800;383;20.62300555;;;;;;;;
JP3197800000;JP;2018;75219;12396.70;475345;700472;213.64;19502;6315900;876;25.92752528;;;;;;;;
JP3802400006;JP;2019;188052;33062.43;1298979;1468438;721.27;48488;15416300;919;25.78450177;;;;;;;;
JP3634600005;JP;2019;182358;15568.44;2240338;4753286;501.11;38277;15274900;290;20.9899864;;;;;;;;
JP3304200003;JP;2019;340387;21920.93;1640315;3287003;1229.53;96126;25644700;732;28.24031515;;;;;;;;
JP3902400005;JP;2019;284917;27567.67;2168267;3935684;644.29;70611;22664800;523;24.78304078;;;;;;;;
JP3497400006;JP;2019;49893;6547.31;197579;373200;146.79;13653;3956800;1002;27.36358871;;;;;;;;
JP3592200004;JP;2019;9837;17237.74;1316040;3882499;633.60;14024;-2698300;-62;142.561188;;;;;;;;
JP3788600009;JP;2019;465759;31275.22;2947647;8697288;1697.71;168037;23168200;235;36.07807908;;;;;;;;
JP3197800000;JP;2019;59437;9610.81;455538;677488;203.16;15344;4665000;624;25.81623983;;;;;;;;
JP3802400006;JP;2017;155908;39700.22;1223329;1404262;397.45;37910;12769700;830;24.31572775;;;;;;;;
JP3634600005;JP;2017;168058;15408.82;2010494;4090651;790.77;41020;13139800;296;24.40847098;;;;;;;;
JP3304200003;JP;2017;153729;24554.12;1414946;2383992;409.73;46547;11338100;430;30.27891079;;;;;;;;
JP3902400005;JP;2017;273576;30758.22;1830411;3744297;523.48;67860;21049300;511;24.80480947;;;;;;;;
JP3497400006;JP;2017;22110;3032.81;124825;272404;105.03;6377;1674700;557;28.84470804;;;;;;;;
JP3592200004;JP;2017;41505;9172.05;-496228;3831565;959.61;53530;5065300;104;128.9709645;;;;;;;;
JP3788600009;JP;2017;433190;26104.92;2662734;8672635;1295.64;115537;23721100;214;26.67115762;;;;;;;;
JP3197800000;JP;2017;60480;9373.05;420918;626134;187.10;18360;4598700;666;30.35790631;;;;;;;;
JP3866800000;JP;2020;267692;17828.66;1851094;5760287;917.46;46918;22570000;369;17.52688541;2019;2018;2017;2016;2015;2014;2013;2012
JP3866800000;JP;2016;189474;21342.14;1285148;4882801;945.83;30225;16521200;289;15.95225224;;;;;;;;
JP3381000003;JP;2018;245199;19390.88;2949685;7293025;599.42;53729;18083300;241;21.91234913;;;;;;;;
JP3381000003;JP;2019;224329;16250.66;2918903;7272466;728.72;-7944;25117000;318;-3.541036062;;;;;;;;
JP3381000003;JP;2017;167787;20317.60;2645816;6517027;385.56;32965;13094700;191;19.64698501;;;;;;;;
JP3970300004;JP;2020;207999;42692.66;915612;1851621;620.28;41296;17988000;960;19.85372476;2019;2018;2017;2016;2015;2014;2013;2012
JP3970300004;JP;2016;102641;17259.37;687233;1023783;271.43;48466;6453500;573;47.21879665;;;;;;;;
JP3421800008;JP;2020;135989;18143.38;958840;1681368;371.13;41955;8908000;498;30.85184809;2019;2018;2017;2016;2015;2014;2013;2012
JP3421800008;JP;2016;101102;16246.09;741390;1395126;323.75;32164;7703900;517;31.81338956;;;;;;;;
JP3422950000;JP;2020;317833;30250.76;2412207;5559623;742.11;102067;21818600;370;32.11340697;2019;2018;2017;2016;2015;2014;2013;2012
JP3422950000;JP;2016;251622;35209.42;2104337;4820989;1040.93;111900;16093000;301;44.47173072;;;;;;;;
JP3358000002;JP;2020;79443;21625.02;512651;571863;157.64;19944;6347300;1124;25.10492808;2019;2018;2017;2016;2015;2014;2013;2012
JP3358000002;JP;2016;62951;14576.88;334914;380635;217.59;16113;5096300;1167;25.59574281;;;;;;;;
JP3143600009;JP;2018;485289;30121.43;2510092;8146625;774.43;95764;40033300;477;19.73346125;;;;;;;;
JP3898400001;JP;2018;733289;42679.16;5014035;15079441;-49.97;182533;56017300;352;24.89239863;;;;;;;;
JP3421800008;JP;2018;130147;16254.05;895744;1612715;510.46;41049;8699300;517;31.54078131;;;;;;;;
JP3756100008;JP;2018;83284;18492.69;413915;518503;210.11;25640;6421900;1230;30.78581206;;;;;;;;
JP3970300004;JP;2018;179756;41539.84;785712;1480049;674.48;42314;15166700;999;23.53986387;;;;;;;;
JP3143600009;JP;2019;627066;27523.95;2653393;9123823;1222.61;134988;50052300;534;21.52684204;;;;;;;;
JP3898400001;JP;2019;768128;44074.34;5146358;14936804;2327.74;185788;59073700;363;24.18711619;;;;;;;;
JP3421800008;JP;2019;129817;18697.61;899598;1594710;467.73;35343;9200900;529;27.22492359;;;;;;;;
JP3756100008;JP;2019;90958;14163.80;449328;556312;277.44;29244;6818000;1163;32.15145786;;;;;;;;
JP3970300004;JP;2019;216254;47715.12;872544;1580144;291.94;58103;17428000;1049;26.86790596;;;;;;;;
JP3143600009;JP;2017;461600;22222.48;2155517;7288910;566.25;115675;35222100;436;25.0596673;;;;;;;;
JP3898400001;JP;2017;555410;34226.61;4412857;14137626;-554.38;112078;44029300;287;20.1792365;;;;;;;;
JP3421800008;JP;2017;130996;15609.05;800503;1480908;369.67;42198;8417000;523;32.21315174;;;;;;;;
JP3756100008;JP;2017;81114;12209.13;352714;439036;201.34;25655;5999900;1321;31.62874906;;;;;;;;
JP3970300004;JP;2017;183704;28385.29;661918;1312845;731.24;56949;13665500;1046;31.00050772;;;;;;;;
JP3371200001;JP;2020;391827;41333.42;2458630;2992437;991.71;99080;31402700;1002;25.28678433;2019;2018;2017;2016;2015;2014;2013;2012
JP3371200001;JP;2016;183209;22073.06;1804821;2233271;613.19;57983;14884000;600;31.64837163;;;;;;;;
JP3351600006;JP;2020;-1911;27609.94;470423;1166380;-18.70;6630;-1166000;-96;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
JP3351600006;JP;2016;45892;10128.43;337620;801295;151.07;14671;3210200;368;31.96767336;;;;;;;;
JP3732000009;JP;2020;746093;60365.00;926818;9070685;2323.03;280087;47313500;531;37.54054204;2019;2018;2017;2016;2015;2014;2013;2012
JP3732000009;JP;2016;505801;#N/B;1342049;4241359;1475.56;168845;39952000;;33.38168252;;;;;;;;
JP3814800003;JP;2020;190991;14728.28;1586662;3051186;436.75;50646;15258700;471;26.51741341;2019;2018;2017;2016;2015;2014;2013;2012
JP3814800003;JP;2016;515474;27599.12;1195544;2306517;1202.64;152097;43665400;1822;29.50615748;;;;;;;;
JP3890350006;JP;2020;817328;33275.61;9931947;203662187;2607.81;154227;70388400;33;18.86960612;2019;2018;2017;2016;2015;2014;2013;2012
JP3890350006;JP;2016;816235;41505.14;7933313;166009021;2456.41;187408;64668700;35;22.96009876;;;;;;;;
JP3409000001;JP;2020;189292;11568.07;1199572;4925777;599.84;59611;14099700;270;31.4913342;2019;2018;2017;2016;2015;2014;2013;2012
JP3409000001;JP;2016;112882;13891.08;790160;4160251;391.27;37249;8779700;191;32.99816308;;;;;;;;
JP3386450005;JP;2018;421749;20677.70;2387908;7952565;855.32;129152;36192200;475;30.62286735;;;;;;;;
JP3386450005;JP;2019;458649;15234.10;2455473;7659404;1621.39;136585;32231900;381;29.77997196;;;;;;;;
JP3386450005;JP;2017;230050;12198.26;1532078;6096107;337.40;91403;15000800;220;39.73185075;;;;;;;;
JP3397200001;JP;2020;226282;11619.12;1378044;3093681;541.92;76723;13422200;398;33.9060347;2019;2018;2017;2016;2015;2014;2013;2012
JP3397200001;JP;2016;204549;11819.16;852251;2404029;649.63;76888;11666000;392;37.5893108;;;;;;;;
JP3198900007;JP;2018;101953;33579.45;678868;856298;298.69;28696;8119100;922;28.14676496;;;;;;;;
JP3358000002;JP;2018;64489;13113.39;413178;459231;169.10;15651;5393200;1087;24.268505;;;;;;;;
JP3198900007;JP;2019;116722;37338.32;725664;949953;331.56;35306;9028600;920;30.24822503;;;;;;;;
JP3358000002;JP;2019;65492;15157.97;450044;495762;162.19;17920;5183400;994;27.36262659;;;;;;;;
JP3198900007;JP;2017;105840;18980.54;600839;762629;328.97;29770;8237400;992;28.12731762;;;;;;;;
JP3358000002;JP;2017;48659;13043.39;381991;433884;140.68;14356;3844300;824;29.5035097;;;;;;;;
JP3463000004;JP;2020;-55878;47733.68;4375418;11876332;2085.69;-96614;4424100;33;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
JP3463000004;JP;2016;100379;35804.59;1733789;3402362;280.10;30862;8016600;197;30.74523598;;;;;;;;
JP3538800008;JP;2020;88181;9805.51;781767;1800175;387.34;35612;5778000;294;40.38445492;2019;2018;2017;2016;2015;2014;2013;2012
JP3538800008;JP;2016;76479;7013.37;600882;1290613;176.78;20999;6482800;454;27.45674496;;;;;;;;
JP3933800009;JP;2018;174296;26449.07;952861;2382769;648.94;53021;13115400;642;30.41977047;;;;;;;;
JP3802300008;JP;2018;219888;47667.81;778226;1761704;777.72;66420;15481100;926;30.20628157;;;;;;;;
JP3240400006;JP;2018;32481;7726.13;233261;323393;35.51;10684;2384600;676;32.89258035;;;;;;;;
JP3422950000;JP;2018;248030;36980.04;2277202;5149665;708.14;71292;18115000;329;28.74312391;;;;;;;;
JP3933800009;JP;2019;111250;12447.00;739297;2207671;535.25;41068;7867600;316;36.91497122;;;;;;;;
JP3802300008;JP;2019;228669;59845.71;884282;1894162;659.16;67392;16257900;820;29.47153264;;;;;;;;
JP3240400006;JP;2019;33902;9418.09;239806;327162;82.74;10092;2599200;736;29.76725628;;;;;;;;
JP3422950000;JP;2019;287303;38888.57;2267518;5205772;737.63;94453;20300400;360;32.87567224;;;;;;;;
JP3933800009;JP;2017;178668;26259.42;835341;1392134;590.27;56185;13658900;944;31.44644011;;;;;;;;
JP3802300008;JP;2017;174972;29160.79;664883;1261572;-1318.25;58344;11928000;908;33.34470884;;;;;;;;
JP3240400006;JP;2017;25007;5763.00;215391;324193;134.00;2970;2381000;655;11.87636176;;;;;;;;
JP3422950000;JP;2017;200951;34780.11;2090228;4923705;1298.88;98593;9675000;177;49.06305586;;;;;;;;
JP3546800008;JP;2020;97922;25922.81;699192;1149882;227.86;19708;8521000;721;20.12661319;2019;2018;2017;2016;2015;2014;2013;2012
JP3546800008;JP;2016;64055;13030.68;455034;802247;303.55;21893;5067600;535;34.17836713;;;;;;;;
JP3910660004;JP;2020;325707;31999.06;3126020;23393049;1006.73;84882;25976400;109;26.06098942;2019;2018;2017;2016;2015;2014;2013;2012
JP3910660004;JP;2016;310486;25515.38;3102639;19445107;576.53;97320;25454000;119;31.34439244;;;;;;;;
JP3571400005;JP;2020;224994;29324.43;768554;1184285;385.26;54650;18520600;1461;24.28973208;2019;2018;2017;2016;2015;2014;2013;2012
JP3571400005;JP;2016;88659;10706.47;501811;705874;127.88;23759;7789100;933;26.79822666;;;;;;;;
JP3592200004;JP;2020;-43724;9999.68;870553;3134114;197.54;32301;-10083900;-263;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
JP3592200004;JP;2016;-332567;8249.92;292606;4834148;645.10;205198;-62192200;-1057;#N/B;;;;;;;;
JP3634600005;JP;2020;180535;14897.92;2259096;4890605;360.12;42401;14588200;277;23.48640773;2019;2018;2017;2016;2015;2014;2013;2012
JP3634600005;JP;2016;159376;14146.43;1867216;3841169;379.08;44023;13283600;296;27.62218762;;;;;;;;
JP3633400001;JP;2020;2283447;166576.43;19099521;49995241;880.24;627098;203614000;385;27.46277734;2019;2018;2017;2016;2015;2014;2013;2012
JP3633400001;JP;2016;2484406;160863.44;15326940;42197247;7366.40;731377;231269400;486;29.438714;;;;;;;;
JP3735400008;JP;2018;1570370;90815.89;8509973;20581688;5184.72;481610;89788700;416;30.66856883;;;;;;;;
JP3735400008;JP;2019;1507612;81470.09;8370523;20510933;5531.28;480793;85456100;383;31.89104836;;;;;;;;
JP3735400008;JP;2017;1410845;85946.57;8123915;19070560;4325.13;432525;80012900;378;30.65712159;;;;;;;;
JP3726800000;JP;2018;481232;42722.14;2397661;4977806;1126.07;130434;38567600;722;27.10419465;;;;;;;;
JP3726800000;JP;2019;426776;39703.49;2450146;5109796;1349.45;95045;34819000;632;22.27039413;;;;;;;;
JP3726800000;JP;2017;480259;57729.95;2451564;4635139;1004.08;126441;39240900;788;26.32768341;;;;;;;;
JP3951600000;JP;2020;89773;28386.42;477507;865333;207.33;31159;5234300;596;34.70876065;2019;2018;2017;2016;2015;2014;2013;2012
JP3951600000;JP;2016;69792;12955.83;301880;573234;148.53;22618;4697100;685;32.40851849;;;;;;;;
JP3566800003;JP;2018;506938;37066.12;2872975;8376756;1438.78;155146;39550200;496;30.60450083;;;;;;;;
JP3783600004;JP;2018;380389;35701.23;2688603;7714821;929.80;117388;28895700;359;30.86002173;;;;;;;;
JP3566800003;JP;2019;568351;45544.91;3136193;8398379;1755.62;167035;43871500;482;29.38942138;;;;;;;;
JP3783600004;JP;2019;386510;36778.20;2771084;7604671;1045.24;118395;29521600;355;30.63186653;;;;;;;;
JP3566800003;JP;2017;517169;32037.48;2416272;6329243;1695.14;155852;39291300;638;30.13558226;;;;;;;;
JP3783600004;JP;2017;373327;33819.84;2381244;7099627;1321.02;115277;27792500;354;30.87843153;;;;;;;;
JP3496400007;JP;2018;861794;61441.27;3548380;6181997;2628.62;265221;57252800;892;30.77547226;;;;;;;;
JP3732000009;JP;2018;539151;#N/B;814831;4988779;1854.51;176978;40074900;802;32.82531788;;;;;;;;
JP3496400007;JP;2019;911022;50659.59;3779638;6622773;2603.53;278777;61766900;888;30.60048007;;;;;;;;
JP3732000009;JP;2019;672812;53932.97;1353532;7260540;2227.60;227197;46245500;693;33.76820937;;;;;;;;
JP3496400007;JP;2017;827332;64451.64;3189826;5621310;2281.20;233898;54665800;900;28.2713303;;;;;;;;
JP3732000009;JP;2017;587838;#N/B;1380969;4209861;1513.67;180297;44118900;933;30.67119102;;;;;;;;
JP3933800009;JP;2020;124787;15352.06;714694;3660135;543.18;43830;8167500;255;35.12411923;2019;2018;2017;2016;2015;2014;2013;2012
JP3933800009;JP;2016;188688;24260.01;751071;1194714;552.62;45046;17161700;1460;23.87316018;;;;;;;;
KR7005380001;KR;2018;175377;28152.62;6091949;16190693;1159.90;80377;150808400;84;45.830855;;;;;;;;
KR7012330007;KR;2018;224883;16125.76;2745160;3860112;547.62;53309;188880400;445;23.70524182;;;;;;;;
KR7000270009;KR;2018;133450;12109.14;2441608;4641208;221.85;28414;115594300;222;21.29181749;;;;;;;;
KR7005380001;KR;2019;308101;27287.45;6058697;16819770;918.34;83874;298004900;159;27.22269861;;;;;;;;
KR7012330007;KR;2019;214837;20683.91;2795626;4030098;696.59;78888;229067000;511;36.72000479;;;;;;;;
KR7000270009;KR;2019;173557;15358.43;2505784;4785749;152.04;60406;182665900;341;34.80461206;;;;;;;;
KR7005380001;KR;2017;345947;39148.00;6454951;16645598;1454.61;-9540;403282400;226;-2.757634249;;;;;;;;
KR7012330007;KR;2017;241872;23265.91;2736482;3898633;796.59;104082;156815200;376;43.03201124;;;;;;;;
KR7000270009;KR;2017;100844;12546.07;2509101;4884820;480.75;15217;96801800;188;15.09008792;;;;;;;;
KR7028260008;KR;2018;216511;15594.48;1787649;3914167;75.93;57654;171279016;369;26.62878265;;;;;;;;
KR7028260008;KR;2019;104835;15474.18;2083630;3969520;679.77;41046;105007609;234;39.15306313;;;;;;;;
KR7028260008;KR;2017;72977;19411.94;2107024;4581654;165.51;30421;63979794;137;41.68511467;;;;;;;;
KR7068270008;KR;2020;55477;45097.44;304490;462130;54.62;11141;51775953;1166;20.08200704;2019;2018;2017;2016;2015;2014;2013;2012
KR7068270008;KR;2016;19717;10883.39;170031;258119;38.93;4213;17799450;599;21.36948777;;;;;;;;
KR7068270008;KR;2018;27456;25343.74;222845;321816;69.46;5830;24575502;702;21.23473187;;;;;;;;
KR7068270008;KR;2019;32800;20904.97;238671;333750;56.69;6910;30103035;808;21.06833378;;;;;;;;
KR7068270008;KR;2017;43476;25721.09;215673;318602;34.60;9318;38246703;1172;21.43351233;;;;;;;;
KR7006400006;KR;2018;94159;13125.21;1069549;1734157;117.07;26459;70116634;400;28.1002702;;;;;;;;
KR7006400006;KR;2019;33100;13646.89;1065756;1716641;97.72;13915;35654886;182;42.03900177;;;;;;;;
KR7006400006;KR;2017;72893;12774.23;1051544;1470432;84.88;15999;65723634;429;21.94863782;;;;;;;;
KR7012330007;KR;2020;147684;21761.39;3061094;4464482;428.63;50101;152914600;322;33.92420783;2019;2018;2017;2016;2015;2014;2013;2012
